Order_ID,Order_Date,Customer_ID,Customer_Segment,Age,Gender,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Shipping_Cost,Payment_Method,Delivery_Days,Order_Status,Customer_Rating,Cost,Revenue,Profit
ORD-50617,2023-06-14 22:00:00,UID-211,Standard,49,Male,West,PRD-HOM-36,Bed Sheets,Home & Garden,4,50,0.12,0.0,Credit Card,5,Returned,1.8,20,176.0,96.0
ORD-50618,2023-05-02 21:00:00,UID-902,Standard,59,Female,West,PRD-SPO-30,Treadmill,Sports,4,500,0.1,0.0,PayPal,11,Delivered,3.8,300,1800.0,600.0
ORD-50619,2023-03-01 10:00:00,UID-172,Occasional,55,Male,South,PRD-SPO-65,Yoga Mat,Sports,2,25,0.33,20.72,Crypto,5,Delivered,4.5,10,33.5,-7.22
ORD-50620,2023-08-03 09:00:00,UID-841,Occasional,55,Female,North,PRD-SPO-58,Treadmill,Sports,4,500,0.08,0.0,PayPal,9,Delivered,2.9,300,1840.0,640.0
ORD-50621,2023-07-19 12:00:00,UID-160,Occasional,18,Male,North,PRD-HOM-74,Bed Sheets,Home & Garden,2,50,0.04,10.96,Credit Card,7,Delivered,4.2,20,96.0,45.04
ORD-50622,2023-08-18 02:00:00,UID-528,Occasional,64,Male,East,PRD-BEA-72,Makeup Set,Beauty,4,40,0.0,0.0,Credit Card,7,Delivered,4.4,12,160.0,112.0
ORD-50623,2023-03-06 18:00:00,UID-369,Standard,67,Male,West,PRD-BEA-42,Perfume,Beauty,3,80,0.15,0.0,PayPal,13,Delivered,2.5,25,204.0,129.0
ORD-50624,2023-08-03 02:00:00,UID-510,Standard,51,Male,East,PRD-SPO-92,Dumbbells,Sports,3,40,0.11,0.0,Crypto,1,Delivered,4.1,20,106.8,46.8
ORD-50625,2023-09-03 05:00:00,UID-245,Standard,24,Male,South,PRD-TEC-80,Smart Watch,Tech Accessories,2,150,0.13,0.0,Credit Card,11,Delivered,2.7,75,261.0,111.0
ORD-50626,2023-01-24 05:00:00,UID-573,Standard,45,Male,South,PRD-TEC-35,Phone Case,Tech Accessories,2,20,0.29,15.5,Credit Card,11,Delivered,3.0,5,28.4,2.9
ORD-50627,2023-07-25 05:00:00,UID-122,Standard,61,Male,North,PRD-HOM-10,Table Lamp,Home & Garden,2,45,0.1,13.94,Bank Transfer,12,Delivered,2.9,20,81.0,27.06
ORD-50628,2023-11-23 17:00:00,UID-565,Occasional,39,Female,West,PRD-TEC-51,Phone Case,Tech Accessories,2,20,0.0,9.75,Bank Transfer,13,Returned,2.1,5,40.0,20.25
ORD-50629,2023-04-18 10:00:00,UID-566,Premium,35,Female,West,PRD-TEC-93,Smart Watch,Tech Accessories,5,150,0.16,0.0,Crypto,6,Delivered,3.8,75,630.0,255.0
ORD-50630,2023-11-15 19:00:00,UID-397,Standard,70,Female,West,PRD-HOM-84,Table Lamp,Home & Garden,2,45,0.12,19.49,PayPal,11,Shipped,2.7,20,79.2,19.71
ORD-50631,2023-07-20 16:00:00,UID-753,Premium,47,Male,East,PRD-SPO-11,Treadmill,Sports,4,500,0.22,0.0,PayPal,8,Delivered,3.5,300,1560.0,360.0
ORD-50632,2023-11-02 17:00:00,UID-679,Standard,45,Male,North,PRD-TEC-51,Bluetooth Speaker,Tech Accessories,4,60,0.06,0.0,PayPal,5,Delivered,4.9,30,225.6,105.6
ORD-50633,2023-11-07 16:00:00,UID-858,Standard,56,Female,West,PRD-SPO-63,Yoga Mat,Sports,3,25,0.09,10.29,PayPal,8,Delivered,3.4,10,68.25,27.96
ORD-50634,2023-12-07 08:00:00,UID-300,Premium,48,Male,West,PRD-SPO-24,Treadmill,Sports,5,500,0.13,0.0,Credit Card,13,Returned,2.2,300,2175.0,675.0
ORD-50635,2023-01-09 16:00:00,UID-638,Standard,56,Male,South,PRD-HOM-93,Bed Sheets,Home & Garden,3,50,0.1,0.0,PayPal,5,Delivered,4.9,20,135.0,75.0
ORD-50636,2023-02-23 13:00:00,UID-723,Occasional,24,Female,North,PRD-BEA-92,Moisturizer,Beauty,2,25,0.0,9.82,Credit Card,1,Delivered,4.2,6,50.0,28.18
ORD-50637,2023-07-30 06:00:00,UID-642,Premium,46,Male,West,PRD-TEC-87,Bluetooth Speaker,Tech Accessories,5,60,0.12,0.0,Credit Card,10,Delivered,3.1,30,264.0,114.0
ORD-50638,2023-10-02 05:00:00,UID-235,Standard,68,Male,East,PRD-HOM-63,Bed Sheets,Home & Garden,1,50,0.15,21.03,Credit Card,10,Delivered,3.0,20,42.5,1.47
ORD-50639,2023-03-23 19:00:00,UID-386,Standard,38,Male,East,PRD-HOM-13,Indoor Plant,Home & Garden,3,25,0.12,9.46,Credit Card,2,Delivered,4.1,10,66.0,26.54
ORD-50640,2023-03-08 12:00:00,UID-803,Standard,39,Male,West,PRD-TEC-62,Smart Watch,Tech Accessories,1,150,0.06,0.0,PayPal,14,Returned,1.1,75,141.0,66.0
ORD-50641,2023-01-12 01:00:00,UID-173,Occasional,21,Female,North,PRD-TEC-98,Wireless Charger,Tech Accessories,1,35,0.0,21.61,Bank Transfer,6,Shipped,5.0,15,35.0,-1.61
ORD-50642,2023-06-14 21:00:00,UID-820,Standard,43,Female,South,PRD-HOM-79,Vacuum Cleaner,Home & Garden,3,200,0.31,0.0,Credit Card,14,Returned,2.3,100,414.0,114.0
ORD-50643,2023-10-16 22:00:00,UID-423,Standard,68,Female,North,PRD-SPO-23,Dumbbells,Sports,2,40,0.05,5.26,Crypto,14,Delivered,3.2,20,76.0,30.74
ORD-50644,2023-07-19 04:00:00,UID-598,Premium,42,Male,South,PRD-SPO-41,Yoga Mat,Sports,2,25,0.25,10.58,Credit Card,14,Delivered,3.0,10,37.5,6.92
ORD-50645,2023-04-03 11:00:00,UID-410,Standard,24,Male,East,PRD-HOM-30,Indoor Plant,Home & Garden,4,25,0.07,19.92,Crypto,5,Delivered,4.5,10,93.0,33.08
ORD-50646,2023-04-04 09:00:00,UID-501,Standard,39,Female,West,PRD-BEA-59,Makeup Set,Beauty,1,40,0.1,14.5,Credit Card,12,Delivered,3.3,12,36.0,9.5
ORD-50647,2023-08-29 02:00:00,UID-898,Premium,34,Male,South,PRD-BEA-38,Perfume,Beauty,6,80,0.33,0.0,PayPal,6,Delivered,4.0,25,321.6,171.6
ORD-50648,2023-04-21 06:00:00,UID-756,Standard,31,Male,East,PRD-HOM-19,Bed Sheets,Home & Garden,4,50,0.07,0.0,PayPal,12,Delivered,3.3,20,186.0,106.0
ORD-50649,2023-02-24 05:00:00,UID-662,Standard,20,Female,North,PRD-TEC-11,Phone Case,Tech Accessories,2,20,0.1,16.69,Credit Card,9,Delivered,2.9,5,36.0,9.31
ORD-50650,2023-07-18 21:00:00,UID-582,Premium,59,Female,East,PRD-BEA-76,Face Serum,Beauty,4,30,0.12,0.0,Credit Card,9,Delivered,3.3,8,105.6,73.6
ORD-50651,2023-05-22 06:00:00,UID-353,Standard,69,Female,North,PRD-TEC-31,Wireless Charger,Tech Accessories,3,35,0.15,7.58,Bank Transfer,8,Delivered,3.7,15,89.25,36.67
ORD-50652,2023-08-19 05:00:00,UID-718,Premium,61,Female,North,PRD-HOM-66,Vacuum Cleaner,Home & Garden,5,200,0.23,0.0,PayPal,13,Returned,2.0,100,770.0,270.0
ORD-50653,2023-11-30 13:00:00,UID-129,Standard,69,Male,North,PRD-SPO-45,Resistance Bands,Sports,3,15,0.13,15.09,PayPal,14,Delivered,2.4,5,39.15,9.06
ORD-50654,2023-06-03 09:00:00,UID-427,Occasional,45,Female,South,PRD-HOM-98,Indoor Plant,Home & Garden,3,25,0.4,6.98,Credit Card,9,Delivered,2.4,10,45.0,8.02
ORD-50655,2023-05-02 11:00:00,UID-894,Premium,19,Male,West,PRD-TEC-89,Phone Case,Tech Accessories,4,20,0.13,6.8,PayPal,13,Delivered,2.9,5,69.6,42.8
ORD-50656,2023-09-21 00:00:00,UID-268,Premium,38,Male,North,PRD-SPO-59,Dumbbells,Sports,6,40,0.19,0.0,PayPal,10,Delivered,3.1,20,194.4,74.4
ORD-50657,2023-12-29 12:00:00,UID-444,Standard,31,Male,North,PRD-TEC-95,Phone Case,Tech Accessories,2,20,0.15,14.02,PayPal,3,Shipped,3.7,5,34.0,9.98
ORD-50658,2023-03-19 17:00:00,UID-372,Standard,19,Male,West,PRD-TEC-37,Smart Watch,Tech Accessories,3,150,0.13,0.0,Credit Card,13,Delivered,3.2,75,391.5,166.5
ORD-50659,2023-08-31 08:00:00,UID-770,Standard,58,Male,West,PRD-HOM-79,Vacuum Cleaner,Home & Garden,1,200,0.05,0.0,PayPal,8,Delivered,3.6,100,190.0,90.0
ORD-50660,2023-11-07 20:00:00,UID-863,Occasional,64,Female,North,PRD-TEC-39,Wireless Charger,Tech Accessories,1,35,0.03,17.48,Credit Card,13,Delivered,3.8,15,33.95,1.47
ORD-50661,2023-05-25 13:00:00,UID-563,Premium,51,Female,North,PRD-TEC-52,Bluetooth Speaker,Tech Accessories,5,60,0.21,0.0,Bank Transfer,10,Delivered,3.5,30,237.0,87.0
ORD-50662,2023-03-01 13:00:00,UID-107,Premium,41,Male,North,PRD-BEA-87,Perfume,Beauty,5,80,0.12,0.0,Crypto,10,Delivered,3.3,25,352.0,227.0
ORD-50663,2023-01-24 11:00:00,UID-807,Standard,53,Female,South,PRD-TEC-51,Phone Case,Tech Accessories,2,20,0.07,12.42,Credit Card,14,Delivered,3.3,5,37.2,14.78
ORD-50664,2023-03-02 07:00:00,UID-237,Standard,20,Male,West,PRD-TEC-62,Wireless Charger,Tech Accessories,1,35,0.08,12.99,Credit Card,6,Delivered,4.0,15,32.2,4.21
ORD-50665,2023-12-21 17:00:00,UID-316,Occasional,51,Male,West,PRD-BEA-41,Perfume,Beauty,2,80,0.0,0.0,Credit Card,13,Delivered,3.5,25,160.0,110.0
ORD-50666,2023-05-31 13:00:00,UID-235,Occasional,20,Female,East,PRD-TEC-71,Wireless Charger,Tech Accessories,2,35,0.0,12.72,Bank Transfer,10,Delivered,3.8,15,70.0,27.28
ORD-50667,2023-11-08 05:00:00,UID-983,Standard,66,Female,North,PRD-HOM-18,Vacuum Cleaner,Home & Garden,2,200,0.1,0.0,PayPal,6,Delivered,4.6,100,360.0,160.0
ORD-50668,2023-09-04 19:00:00,UID-416,Occasional,61,Male,South,PRD-BEA-85,Perfume,Beauty,2,80,0.35,0.0,Credit Card,2,Delivered,4.5,25,104.0,54.0
ORD-50669,2023-05-19 22:00:00,UID-425,Occasional,23,Female,West,PRD-TEC-87,Wireless Charger,Tech Accessories,3,35,0.0,0.0,Credit Card,13,Delivered,3.3,15,105.0,60.0
ORD-50670,2023-04-15 18:00:00,UID-633,Occasional,52,Female,North,PRD-SPO-84,Yoga Mat,Sports,4,25,0.01,20.15,Bank Transfer,4,Delivered,4.9,10,99.0,38.85
ORD-50671,2023-11-10 03:00:00,UID-227,Premium,22,Female,West,PRD-BEA-70,Makeup Set,Beauty,3,40,0.22,9.95,Credit Card,10,Delivered,3.0,12,93.6,47.65
ORD-50672,2023-10-15 18:00:00,UID-719,Standard,53,Female,North,PRD-BEA-71,Moisturizer,Beauty,3,25,0.11,10.52,Credit Card,13,Delivered,3.3,6,66.75,38.23
ORD-50673,2023-05-01 05:00:00,UID-691,Occasional,46,Female,South,PRD-BEA-31,Perfume,Beauty,3,80,0.27,0.0,PayPal,5,Delivered,5.0,25,175.2,100.2
ORD-50674,2023-06-03 07:00:00,UID-665,Standard,42,Female,North,PRD-SPO-94,Dumbbells,Sports,2,40,0.12,8.28,Crypto,6,Delivered,4.8,20,70.4,22.12
ORD-50675,2023-10-05 21:00:00,UID-438,Premium,63,Male,West,PRD-BEA-79,Moisturizer,Beauty,3,25,0.22,14.8,Credit Card,13,Delivered,2.6,6,58.5,25.7
ORD-50676,2023-07-05 20:00:00,UID-292,Premium,21,Female,East,PRD-TEC-32,Phone Case,Tech Accessories,4,20,0.24,20.42,Credit Card,13,Delivered,3.2,5,60.8,20.38
ORD-50677,2023-02-11 00:00:00,UID-852,Standard,26,Female,East,PRD-HOM-78,Indoor Plant,Home & Garden,2,25,0.14,20.38,Credit Card,10,Delivered,3.0,10,43.0,2.62
ORD-50678,2023-01-11 15:00:00,UID-769,Standard,45,Male,East,PRD-BEA-29,Perfume,Beauty,3,80,0.14,0.0,Credit Card,13,Delivered,3.9,25,206.4,131.4
ORD-50679,2023-11-19 14:00:00,UID-486,Standard,41,Female,North,PRD-TEC-95,Wireless Charger,Tech Accessories,3,35,0.14,15.91,Crypto,1,Delivered,4.9,15,90.3,29.39
ORD-50680,2023-11-07 15:00:00,UID-465,Standard,69,Female,North,PRD-TEC-92,Phone Case,Tech Accessories,2,20,0.1,5.22,PayPal,7,Shipped,3.5,5,36.0,20.78
ORD-50681,2023-06-28 01:00:00,UID-157,Standard,68,Male,East,PRD-TEC-83,Bluetooth Speaker,Tech Accessories,4,60,0.08,0.0,Bank Transfer,2,Delivered,4.9,30,220.8,100.8
ORD-50682,2023-09-01 16:00:00,UID-300,Premium,59,Male,South,PRD-HOM-50,Table Lamp,Home & Garden,3,45,0.37,23.13,Crypto,7,Delivered,4.9,20,85.05,1.92
ORD-50683,2023-03-11 20:00:00,UID-319,Premium,54,Female,South,PRD-BEA-25,Face Serum,Beauty,2,30,0.33,24.75,Credit Card,13,Shipped,2.7,8,40.2,-0.55
ORD-50684,2023-10-12 07:00:00,UID-614,Occasional,19,Male,North,PRD-SPO-63,Dumbbells,Sports,3,40,0.04,0.0,PayPal,10,Delivered,3.1,20,115.2,55.2
ORD-50685,2023-07-09 08:00:00,UID-188,Occasional,45,Male,North,PRD-HOM-12,Indoor Plant,Home & Garden,2,25,0.05,15.72,Credit Card,9,Delivered,3.1,10,47.5,11.78
ORD-50686,2023-12-03 15:00:00,UID-618,Occasional,36,Female,North,PRD-HOM-53,Indoor Plant,Home & Garden,4,25,0.0,14.52,Crypto,1,Delivered,3.9,10,100.0,45.48
ORD-50687,2023-07-29 22:00:00,UID-902,Standard,29,Female,South,PRD-SPO-74,Dumbbells,Sports,3,40,0.15,0.0,PayPal,3,Delivered,4.7,20,102.0,42.0
ORD-50688,2023-08-07 20:00:00,UID-359,Standard,39,Male,North,PRD-BEA-67,Moisturizer,Beauty,2,25,0.09,14.3,Crypto,2,Delivered,4.8,6,45.5,19.2
ORD-50689,2023-12-10 06:00:00,UID-558,Standard,27,Female,West,PRD-BEA-50,Moisturizer,Beauty,1,25,0.14,11.92,Credit Card,11,Delivered,2.6,6,21.5,3.58
ORD-50690,2023-08-30 15:00:00,UID-298,Premium,39,Female,West,PRD-SPO-30,Dumbbells,Sports,5,40,0.12,0.0,Credit Card,9,Delivered,3.2,20,176.0,76.0
ORD-50691,2023-07-21 05:00:00,UID-114,Occasional,35,Male,West,PRD-HOM-66,Vacuum Cleaner,Home & Garden,4,200,0.07,0.0,Bank Transfer,9,Shipped,2.3,100,744.0,344.0
ORD-50692,2023-12-06 20:00:00,UID-507,Standard,40,Male,East,PRD-HOM-51,Bed Sheets,Home & Garden,1,50,0.09,22.93,PayPal,11,Delivered,2.3,20,45.5,2.57
ORD-50693,2023-07-20 00:00:00,UID-238,Standard,18,Male,East,PRD-BEA-23,Face Serum,Beauty,3,30,0.14,11.08,Credit Card,7,Delivered,3.6,8,77.4,42.32
ORD-50694,2023-08-22 19:00:00,UID-437,Standard,32,Male,North,PRD-SPO-63,Dumbbells,Sports,4,40,0.1,0.0,Credit Card,6,Delivered,4.8,20,144.0,64.0
ORD-50695,2023-11-25 09:00:00,UID-735,Occasional,27,Female,South,PRD-BEA-67,Makeup Set,Beauty,1,40,0.34,21.4,Bank Transfer,4,Delivered,4.1,12,26.4,-7.0
ORD-50696,2023-06-30 19:00:00,UID-786,Premium,62,Male,East,PRD-HOM-91,Indoor Plant,Home & Garden,6,25,0.2,0.0,PayPal,10,Delivered,2.4,10,120.0,60.0
ORD-50697,2023-11-27 13:00:00,UID-589,Premium,20,Female,South,PRD-BEA-56,Face Serum,Beauty,6,30,0.39,0.0,Crypto,4,Delivered,3.5,8,109.8,61.8
ORD-50698,2023-04-15 22:00:00,UID-331,Standard,27,Female,South,PRD-SPO-34,Resistance Bands,Sports,1,15,0.31,18.25,PayPal,11,Delivered,3.7,5,10.35,-12.9
ORD-50699,2023-07-28 02:00:00,UID-973,Premium,40,Female,East,PRD-BEA-33,Makeup Set,Beauty,2,40,0.13,23.01,Bank Transfer,11,Delivered,3.1,12,69.6,22.59
ORD-50700,2023-06-08 13:00:00,UID-917,Occasional,63,Male,East,PRD-HOM-80,Vacuum Cleaner,Home & Garden,3,200,0.0,0.0,Credit Card,12,Delivered,3.1,100,600.0,300.0
ORD-50701,2023-09-30 16:00:00,UID-808,Standard,47,Female,East,PRD-BEA-68,Moisturizer,Beauty,4,25,0.14,8.95,Credit Card,4,Delivered,4.9,6,86.0,53.05
ORD-50702,2023-03-15 16:00:00,UID-631,Standard,21,Female,East,PRD-BEA-64,Face Serum,Beauty,2,30,0.09,13.17,Credit Card,2,Delivered,4.1,8,54.6,25.43
ORD-50703,2023-11-09 20:00:00,UID-755,Standard,36,Female,South,PRD-SPO-18,Resistance Bands,Sports,1,15,0.35,22.63,Credit Card,9,Returned,2.2,5,9.75,-17.88
ORD-50704,2023-10-26 10:00:00,UID-939,Standard,52,Male,East,PRD-BEA-59,Perfume,Beauty,3,80,0.06,0.0,PayPal,11,Delivered,2.8,25,225.6,150.6
ORD-50705,2023-08-23 14:00:00,UID-975,Occasional,44,Male,East,PRD-HOM-81,Indoor Plant,Home & Garden,1,25,0.03,21.64,Credit Card,10,Delivered,3.7,10,24.25,-7.39
ORD-50706,2023-07-26 17:00:00,UID-339,Standard,57,Female,East,PRD-BEA-64,Moisturizer,Beauty,2,25,0.09,19.49,Credit Card,12,Delivered,4.3,6,45.5,14.01
ORD-50707,2023-02-17 06:00:00,UID-778,Standard,54,Male,West,PRD-SPO-11,Treadmill,Sports,4,500,0.09,0.0,Crypto,10,Delivered,4.1,300,1820.0,620.0
ORD-50708,2023-12-01 00:00:00,UID-970,Occasional,55,Male,North,PRD-BEA-23,Perfume,Beauty,3,80,0.05,0.0,PayPal,3,Delivered,4.7,25,228.0,153.0
ORD-50709,2023-03-23 15:00:00,UID-494,Standard,18,Female,North,PRD-BEA-59,Moisturizer,Beauty,2,25,0.09,6.26,Credit Card,10,Delivered,3.3,6,45.5,27.24
ORD-50710,2023-05-15 17:00:00,UID-494,Premium,34,Male,South,PRD-HOM-26,Indoor Plant,Home & Garden,4,25,0.28,16.07,PayPal,14,Delivered,3.9,10,72.0,15.93
ORD-50711,2023-09-26 08:00:00,UID-812,Standard,63,Male,West,PRD-TEC-28,Bluetooth Speaker,Tech Accessories,4,60,0.1,0.0,Credit Card,5,Delivered,3.8,30,216.0,96.0
ORD-50712,2023-07-06 07:00:00,UID-216,Standard,31,Male,South,PRD-HOM-54,Vacuum Cleaner,Home & Garden,3,200,0.09,0.0,Crypto,14,Delivered,3.5,100,546.0,246.0
ORD-50713,2023-01-31 16:00:00,UID-297,Premium,60,Female,East,PRD-TEC-35,Wireless Charger,Tech Accessories,3,35,0.14,7.44,Credit Card,4,Delivered,4.4,15,90.3,37.86
ORD-50714,2023-11-28 12:00:00,UID-234,Occasional,26,Female,East,PRD-BEA-10,Perfume,Beauty,1,80,0.0,7.84,Credit Card,9,Delivered,2.9,25,80.0,47.16
ORD-50715,2023-02-21 14:00:00,UID-224,Standard,30,Male,North,PRD-SPO-48,Resistance Bands,Sports,2,15,0.07,6.54,Bank Transfer,4,Returned,2.3,5,27.9,11.36
ORD-50716,2023-08-26 14:00:00,UID-346,Premium,51,Female,South,PRD-HOM-47,Bed Sheets,Home & Garden,5,50,0.27,0.0,Credit Card,2,Delivered,4.3,20,182.5,82.5
ORD-50717,2023-12-20 02:00:00,UID-242,Standard,60,Female,South,PRD-SPO-75,Treadmill,Sports,2,500,0.15,0.0,Credit Card,2,Delivered,4.3,300,850.0,250.0
ORD-50718,2023-03-14 07:00:00,UID-229,Standard,61,Female,East,PRD-TEC-70,Bluetooth Speaker,Tech Accessories,4,60,0.07,0.0,Bank Transfer,2,Delivered,4.0,30,223.2,103.2
ORD-50719,2023-09-05 13:00:00,UID-211,Standard,37,Male,North,PRD-HOM-17,Indoor Plant,Home & Garden,4,25,0.12,14.51,PayPal,7,Delivered,4.2,10,88.0,33.49
ORD-50720,2023-11-23 22:00:00,UID-821,Occasional,25,Female,East,PRD-SPO-42,Resistance Bands,Sports,3,15,0.0,17.65,Bank Transfer,3,Delivered,3.8,5,45.0,12.35
ORD-50721,2023-04-03 12:00:00,UID-340,Premium,37,Male,North,PRD-HOM-22,Table Lamp,Home & Garden,3,45,0.12,0.0,PayPal,13,Delivered,3.5,20,118.8,58.8
ORD-50722,2023-04-08 22:00:00,UID-775,Occasional,36,Female,West,PRD-TEC-84,Phone Case,Tech Accessories,4,20,0.0,6.21,PayPal,6,Delivered,3.9,5,80.0,53.79
ORD-50723,2023-06-21 10:00:00,UID-100,Standard,28,Male,North,PRD-BEA-89,Moisturizer,Beauty,1,25,0.13,9.58,Credit Card,5,Returned,1.1,6,21.75,6.17
ORD-50724,2023-03-30 00:00:00,UID-410,Standard,55,Male,East,PRD-HOM-54,Indoor Plant,Home & Garden,3,25,0.11,17.21,Credit Card,6,Delivered,4.6,10,66.75,19.54
ORD-50725,2023-05-27 21:00:00,UID-573,Standard,34,Male,South,PRD-SPO-54,Yoga Mat,Sports,2,25,0.31,22.48,Credit Card,7,Delivered,4.3,10,34.5,-7.98
ORD-50726,2023-01-11 00:00:00,UID-897,Premium,70,Male,East,PRD-SPO-26,Dumbbells,Sports,2,40,0.11,8.63,Credit Card,9,Delivered,4.0,20,71.2,22.57
ORD-50727,2023-04-12 04:00:00,UID-947,Occasional,32,Male,East,PRD-SPO-54,Treadmill,Sports,4,500,0.05,0.0,Credit Card,6,Delivered,4.5,300,1900.0,700.0
ORD-50728,2023-01-08 22:00:00,UID-383,Standard,62,Female,West,PRD-HOM-46,Vacuum Cleaner,Home & Garden,2,200,0.13,0.0,Credit Card,7,Delivered,3.6,100,348.0,148.0
ORD-50729,2023-01-30 22:00:00,UID-773,Standard,61,Male,South,PRD-HOM-45,Vacuum Cleaner,Home & Garden,2,200,0.11,0.0,PayPal,3,Returned,2.0,100,356.0,156.0
ORD-50730,2023-04-03 20:00:00,UID-655,Occasional,22,Female,North,PRD-SPO-91,Treadmill,Sports,2,500,0.0,0.0,Credit Card,14,Delivered,4.0,300,1000.0,400.0
ORD-50731,2023-03-14 18:00:00,UID-309,Standard,40,Male,South,PRD-HOM-85,Bed Sheets,Home & Garden,1,50,0.13,14.14,PayPal,7,Delivered,3.9,20,43.5,9.36
ORD-50732,2023-02-25 19:00:00,UID-762,Standard,47,Female,East,PRD-TEC-99,Phone Case,Tech Accessories,4,20,0.07,20.99,Credit Card,5,Delivered,3.6,5,74.4,33.41
ORD-50733,2023-10-21 20:00:00,UID-370,Standard,29,Male,North,PRD-HOM-59,Bed Sheets,Home & Garden,2,50,0.1,9.95,PayPal,1,Delivered,4.8,20,90.0,40.05
ORD-50734,2023-08-01 05:00:00,UID-812,Occasional,49,Male,North,PRD-HOM-36,Table Lamp,Home & Garden,4,45,0.03,0.0,Credit Card,13,Delivered,2.0,20,174.6,94.6
ORD-50735,2023-12-28 19:00:00,UID-315,Standard,30,Male,West,PRD-BEA-52,Makeup Set,Beauty,4,40,0.15,0.0,PayPal,9,Delivered,2.9,12,136.0,88.0
ORD-50736,2023-11-08 06:00:00,UID-389,Standard,48,Male,North,PRD-TEC-24,Wireless Charger,Tech Accessories,3,35,0.14,9.99,Credit Card,10,Delivered,4.2,15,90.3,35.31
ORD-50737,2023-12-29 13:00:00,UID-941,Standard,37,Female,West,PRD-HOM-59,Table Lamp,Home & Garden,4,45,0.13,0.0,Credit Card,7,Delivered,4.8,20,156.6,76.6
ORD-50738,2023-09-20 07:00:00,UID-547,Occasional,56,Female,South,PRD-BEA-61,Makeup Set,Beauty,2,40,0.3,18.7,Credit Card,6,Delivered,4.3,12,56.0,13.3
ORD-50739,2023-05-21 17:00:00,UID-239,Occasional,40,Male,North,PRD-BEA-91,Face Serum,Beauty,1,30,0.0,20.22,Credit Card,7,Returned,1.7,8,30.0,1.78
ORD-50740,2023-07-01 12:00:00,UID-676,Standard,30,Male,North,PRD-TEC-77,Phone Case,Tech Accessories,4,20,0.13,14.4,PayPal,10,Delivered,4.4,5,69.6,35.2
ORD-50741,2023-03-18 06:00:00,UID-580,Premium,18,Female,South,PRD-TEC-86,Bluetooth Speaker,Tech Accessories,2,60,0.4,8.18,Credit Card,11,Delivered,2.5,30,72.0,3.82
ORD-50742,2023-03-01 03:00:00,UID-336,Occasional,40,Female,North,PRD-SPO-57,Yoga Mat,Sports,3,25,0.06,9.44,Bank Transfer,7,Delivered,3.7,10,70.5,31.06
ORD-50743,2023-06-18 15:00:00,UID-188,Standard,49,Male,South,PRD-HOM-29,Indoor Plant,Home & Garden,1,25,0.28,23.48,Credit Card,10,Delivered,3.8,10,18.0,-15.48
ORD-50744,2023-10-07 12:00:00,UID-120,Standard,23,Female,East,PRD-HOM-27,Indoor Plant,Home & Garden,4,25,0.06,23.22,Credit Card,8,Delivered,4.3,10,94.0,30.78
ORD-50745,2023-06-29 03:00:00,UID-603,Occasional,64,Female,West,PRD-TEC-92,Wireless Charger,Tech Accessories,1,35,0.06,19.14,Credit Card,13,Returned,2.2,15,32.9,-1.24
ORD-50746,2023-08-16 01:00:00,UID-260,Occasional,42,Female,North,PRD-BEA-70,Moisturizer,Beauty,3,25,0.0,5.7,PayPal,4,Delivered,3.7,6,75.0,51.3
ORD-50747,2023-02-03 19:00:00,UID-432,Occasional,23,Male,South,PRD-HOM-34,Bed Sheets,Home & Garden,3,50,0.0,0.0,PayPal,12,Delivered,3.4,20,150.0,90.0
ORD-50748,2023-06-13 04:00:00,UID-743,Standard,41,Female,East,PRD-SPO-11,Resistance Bands,Sports,4,15,0.13,17.71,Bank Transfer,14,Delivered,3.1,5,52.2,14.49
ORD-50749,2023-11-01 16:00:00,UID-693,Occasional,55,Male,East,PRD-SPO-50,Yoga Mat,Sports,4,25,0.0,22.56,Crypto,7,Delivered,4.9,10,100.0,37.44
ORD-50750,2023-05-14 02:00:00,UID-331,Standard,23,Male,South,PRD-HOM-50,Indoor Plant,Home & Garden,1,25,0.37,15.53,Bank Transfer,5,Delivered,3.8,10,15.75,-9.78
ORD-50751,2023-03-12 14:00:00,UID-509,Premium,19,Male,South,PRD-HOM-67,Indoor Plant,Home & Garden,3,25,0.3,9.19,PayPal,1,Delivered,4.4,10,52.5,13.31
ORD-50752,2023-06-24 06:00:00,UID-993,Standard,47,Male,West,PRD-BEA-22,Perfume,Beauty,2,80,0.12,0.0,Credit Card,13,Delivered,3.8,25,140.8,90.8
ORD-50753,2023-06-16 20:00:00,UID-973,Occasional,58,Female,North,PRD-TEC-42,Bluetooth Speaker,Tech Accessories,2,60,0.03,0.0,Credit Card,6,Delivered,4.0,30,116.4,56.4
ORD-50754,2023-06-20 22:00:00,UID-872,Standard,66,Male,West,PRD-SPO-39,Dumbbells,Sports,2,40,0.15,16.54,Credit Card,13,Delivered,3.8,20,68.0,11.46
ORD-50755,2023-09-01 22:00:00,UID-578,Occasional,39,Male,North,PRD-SPO-36,Yoga Mat,Sports,4,25,0.0,5.64,Credit Card,9,Delivered,3.7,10,100.0,54.36
ORD-50756,2023-02-28 01:00:00,UID-327,Occasional,56,Male,West,PRD-SPO-25,Treadmill,Sports,1,500,0.02,0.0,PayPal,14,Shipped,2.7,300,490.0,190.0
